"Category ID","Category","Group ID","Group","Subgroup ID","Subgroup","Occupation ID","Occupation","Sex ID","Sex","Year","Quarter ID","Quarter","Workforce","Monthly Wage","Monthly Wage Growth","Monthly Wage Growth Value","percentage","lastPeriod"
1,"Funcionarios, Directores y Jefes",11,"Funcionarios y Altas Autoridades de los Sectores Público, Privado y Social",111,"Funcionarios, Legisladores y Autoridades Gubernamentales",1111,"Altas Autoridades Gubernamentales y Jurisdiccionales",1,"Hombre",2016,20164,"2016-Q4",268,34029.850746268654,1,34029.850746268654,0.000008318813950688243,0
1,"Funcionarios, Directores y Jefes",11,"Funcionarios y Altas Autoridades de los Sectores Público, Privado y Social",111,"Funcionarios, Legisladores y Autoridades Gubernamentales",1112,"Legisladores",1,"Hombre",2016,20164,"2016-Q4",1053,44021.842355175686,1,44021.842355175686,0.000032685489142069855,0
1,"Funcionarios, Directores y Jefes",11,"Funcionarios y Altas Autoridades de los Sectores Público, Privado y Social",111,"Funcionarios, Legisladores y Autoridades Gubernamentales",1113,"Presidentes y Autoridades Municipales",1,"Hombre",2016,20164,"2016-Q4",9879,8868.939163882984,1,8868.939163882984,0.00030664762320466106,0
1,"Funcionarios, Directores y Jefes",11,"Funcionarios y Altas Autoridades de los Sectores Público, Privado y Social",112,"Presidentes y Directores Generales",1121,"Presidentes y Directores Generales en Instituciones Públicas",1,"Hombre",2016,20164,"2016-Q4",3905,31309.859154929578,1,31309.859154929578,0.00012121256894566265,0
1,"Funcionarios, Directores y Jefes",11,"Funcionarios y Altas Autoridades de los Sectores Público, Privado y Social",112,"Presidentes y Directores Generales",1122,"Presidentes y Directores Generales en Instituciones y Empresas Privadas",1,"Hombre",2016,20164,"2016-Q4",58200,9781.563745704467,1,9781.563745704467,0.0018065484027240887,0
1,"Funcionarios, Directores y Jefes",11,"Funcionarios y Altas Autoridades de los Sectores Público, Privado y Social",113,"Directores de Organizaciones Políticas, Sindicales y Civiles",1131,"Directores de Organizaciones Políticas",1,"Hombre",2016,20164,"2016-Q4",694,7631.1239193083575,1,7631.1239193083575,0.00002154200329021508,0
1,"Funcionarios, Directores y Jefes",11,"Funcionarios y Altas Autoridades de los Sectores Público, Privado y Social",113,"Directores de Organizaciones Políticas, Sindicales y Civiles",1132,"Directores de Organizaciones Sindicales",1,"Hombre",2016,20164,"2016-Q4",2700,3301.266666666667,1,3301.266666666667,0.00008380894651812783,0
1,"Funcionarios, Directores y Jefes",11,"Funcionarios y Altas Autoridades de los Sectores Público, Privado y Social",113,"Directores de Organizaciones Políticas, Sindicales y Civiles",1133,"Directores de Organizaciones Empresariales",1,"Hombre",2016,20164,"2016-Q4",928,9803.947198275862,1,9803.947198275862,0.000028805445321786157,0
1,"Funcionarios, Directores y Jefes",11,"Funcionarios y Altas Autoridades de los Sectores Público, Privado y Social",113,"Directores de Organizaciones Políticas, Sindicales y Civiles",1134,"Directores de Organizaciones Agrarias",1,"Hombre",2016,20164,"2016-Q4",808,9842.326732673268,1,9842.326732673268,0.00002508060325431381,0
1,"Funcionarios, Directores y Jefes",11,"Funcionarios y Altas Autoridades de los Sectores Público, Privado y Social",113,"Directores de Organizaciones Políticas, Sindicales y Civiles",1135,"Directores de Organizaciones Civiles y Religiosas",1,"Hombre",2016,20164,"2016-Q4",241,0,1,0,0.000007480724485506965,0
1,"Funcionarios, Directores y Jefes",12,"Directores y Gerentes en Servicios Financieros, Administrativos y Sociales",121,"Directores y Gerentes en Servicios Financieros y Administrativos",1211,"Directores y Gerentes en Administración, Recursos Humanos y Mercadotecnia",1,"Hombre",2016,20164,"2016-Q4",68508,11638.906638640743,1,11638.906638640743,0.0021265123363199633,0
1,"Funcionarios, Directores y Jefes",12,"Directores y Gerentes en Servicios Financieros, Administrativos y Sociales",121,"Directores y Gerentes en Servicios Financieros y Administrativos",1212,"Directores y Gerentes en Servicios Contables, Financieros, Banca y Seguros",1,"Hombre",2016,20164,"2016-Q4",48079,9420.746167765552,1,9420.746167765552,0.0014923890146833585,0
